timestamp,title,price,original_price,shipping,item_url,discount_percentage
2025-10-31T20:20:55,,,,Shipping info unavailable,https://www.ebay.com/globaldeals/tech/laptops-netbooks/all,
2025-10-31T20:20:55,"Ikelite Digital underwater camera housing 0299 w dual arm tray, dive photography",319.99,399.99,Shipping info unavailable,https://www.ebay.com/itm/186747734219?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014464,20.0
2025-10-31T20:20:55,Canon EOS R50 Mirrorless Camera Black + 3 Lens Kit 18-45mm + 32GB + Flash & More,789.95,1054.95,Shipping info unavailable,https://www.ebay.com/itm/336181434990?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014464,25.12
2025-10-31T20:20:55,Canon EOS R100 Mirrorless Digital Camera with RF-S 18-45mm IS STM Lens,549.95,649.0,Shipping info unavailable,https://www.ebay.com/itm/336086105423?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014464,15.26
2025-10-31T20:20:55,Canon EF 200mm f2.8 L II USM Lens #Q,400.7,430.86,Shipping info unavailable,https://www.ebay.com/itm/146853896899?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014464,7.0
2025-10-31T20:20:55,,,,Shipping info unavailable,https://www.ebay.com/globaldeals/tech/cameras-photo/all,
2025-10-31T20:20:55,4K Mini Projector HY300 720P WiFi6 Bluetooth BT5.0 Cinema Portable Home Theaters,58.57,65.08,Free Standard Shipping from Greater China to worldwide,https://www.ebay.com/itm/126880579034?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014481,10.0
2025-10-31T20:20:55,"Bose TV Speaker Home Theater Soundbar, Certified Refurbished",159.0,279.0,Shipping info unavailable,https://www.ebay.com/itm/184706040293?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014481,43.01
2025-10-31T20:20:55,Originale LG TV Fernbedienung für AN-MR22GA | MR22GA,29.25,29.25,EUR 3.99 (approx US $4.61) Warenpost International Premium,https://www.ebay.com/itm/364970533033?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014481,0.0
2025-10-31T20:20:55,SPANA viark renovar todo tipo Renovar Servidor iks viark sat deco viark expira,58.0,58.0,"Free 2-3 day delivery Get it between Tue, Nov 4 and Wed, Nov 5 to 1107",https://www.ebay.com/itm/355931625894?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014481,0.0
2025-10-31T20:20:55,,,,Shipping info unavailable,https://www.ebay.com/globaldeals/tech/tv-video-home-audio/all,
2025-10-31T20:20:55,"Apple iPad Pro 13"" 7th Gen M4 Chip, 512GB, Wi-Fi - Space Black - 1 YEAR WARRANTY",956.66,1699.0,Shipping info unavailable,https://www.ebay.com/itm/176904821354?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014454,43.69
2025-10-31T20:20:55,"2021 Apple iPad Pro 5 128GB WiFi Only 12.9"" - (Space Gray) A2378 w/Year Warranty",426.4,1099.0,Shipping info unavailable,https://www.ebay.com/itm/376476762053?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014454,61.2
2025-10-31T20:20:55,"Apple iPad Pro 13"" 7th Gen M4 Chip, 512GB, Wi-Fi - Silver - 1 YEAR WARRANTY",956.66,1699.0,Shipping info unavailable,https://www.ebay.com/itm/176904836915?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014454,43.69
2025-10-31T20:20:55,"Apple iPad Pro 11"" 5th Gen, M4 Chip, 512GB, Wi-Fi - Black - 1 YEAR WARRANTY",846.26,1699.0,Shipping info unavailable,https://www.ebay.com/itm/176908602230?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014454,50.19
2025-10-31T20:20:55,,,,Shipping info unavailable,https://www.ebay.com/globaldeals/tech/ipads-tablets-ereaders/all,
2025-10-31T20:20:55,RULE OF ROSE PS2 NEW SEALED UK VERSION PLAYSTATION 2 WATA CGC UKG RGS GRADED PAL,225.49,225.49,Free FedEx internazionale,https://www.ebay.com/itm/286076527146?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014470,0.0
2025-10-31T20:20:55,Logitech G29/G923 F1 Open Wheel Mod 8+ Colours,52.04,52.04,EUR 12.00 (approx US $13.88) Spedizione internazionale standard,https://www.ebay.com/itm/396123066522?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014470,0.0
2025-10-31T20:20:55,Sony PS1 PlayStation 1 Console SCPH-7000 Boxed With Manual 6 Games Japanese,135.88,143.03,Shipping info unavailable,https://www.ebay.com/itm/387517188421?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014470,5.0
2025-10-31T20:20:55,GBA SP Housing Cover Case For Gameboy Advance SP Shell Limited Edition DIY New,21.45,21.45,Free Standard Int'l Shipping,https://www.ebay.com/itm/236097001497?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014470,0.0
2025-10-31T20:20:55,,,,Shipping info unavailable,https://www.ebay.com/globaldeals/tech/video-games-consoles/all,
2025-10-31T20:20:55,Samsung Galaxy Buds 3 AI True Wireless Active Noise Cancelling Earbuds - Silver,74.95,74.95,"US $61.18 eBay International Shipping .  Located in: Naperville, IL, United States",https://www.ebay.com/itm/296840672810?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014474,0.0
2025-10-31T20:20:55,Samsung Galaxy Buds2 Pro R510 - Good,35.99,35.99,Shipping info unavailable,https://www.ebay.com/itm/256411723549?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014474,0.0
2025-10-31T20:20:55,Apple AirPods Pro (2nd Generation) with MagSafe Wireless Charging Case (USB-C),144.75,144.75,"US $77.24 eBay International Shipping .  Located in: Freeport, NY, United States",https://www.ebay.com/itm/266012284550?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014474,0.0
2025-10-31T20:20:55,Apple AirPods with USB-C Charging Case 4th Generation White MXP63LLA,94.99,149.99,Shipping info unavailable,https://www.ebay.com/itm/365506999272?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014474,36.67
2025-10-31T20:20:55,,,,Shipping info unavailable,https://www.ebay.com/globaldeals/tech/phone-cases-accessories/all,
2025-10-31T20:20:55,REDTIGER F7NP 4K Dual Dash Camera Front and Rear Dash Cam WiFi with Hardwire Kit,75.99,135.99,US $53.66 eBay International Shipping .  Located in: United States,https://www.ebay.com/itm/285750006733?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014450,44.12
2025-10-31T20:20:55,WOLFBOX G840S 12”Mirror Dash Cam 4K Rear View Mirror Dash Camera Front and Rear,64.99,114.99,Shipping info unavailable,https://www.ebay.com/itm/225914453447?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014450,43.48
2025-10-31T20:20:55,REDTIGER 4K Dual Dash Camera Front and Rear Dash Cam WIFI&GPS With 32GB SD Card,64.49,64.49,Shipping info unavailable,https://www.ebay.com/itm/285048811662?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014450,0.0
2025-10-31T20:20:55,REDTIGER 4K Dash Cam Front and Rear Dual Dash Camera WIFI&GPS With 32GB SD Card,64.49,129.49,Shipping info unavailable,https://www.ebay.com/itm/285048811560?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014450,50.2
2025-10-31T20:20:55,,,,Shipping info unavailable,https://www.ebay.com/globaldeals/tech/vehicle-electronics-gps/all,
2025-10-31T20:20:55,Netac M.2 2280 500GB 1TB NVMe PCIe4.0 Gen 4x4 Internal SSD with HeatSink for PC,69.0,69.0,"US $18.37 eBay International Shipping .  Located in: Hebron, KY, United States",https://www.ebay.com/itm/314521249683?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014456,0.0
2025-10-31T20:20:55,"Seagate EXOS X16 16TB 256MB 7200rpm 3.5"" SATA 6Gb/s Enterprise HDD ST16000NM001G",249.99,249.99,"US $33.20 eBay International Shipping .  Located in: La Puente, CA, United States",https://www.ebay.com/itm/175804626117?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014456,0.0
2025-10-31T20:20:55,"Seagate Exos 28TB 7.2K RPM SATA 6Gb/s 3.5"" Enterprise HDD - ST28000NM000C",398.99,499.99,"US $37.60 eBay International Shipping .  Located in: Sanford, FL, United States",https://www.ebay.com/itm/296879436001?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014456,20.2
2025-10-31T20:20:55,Seagate 12TB ST12000NM007G Exos X16 7200RPM SATA 6Gb/s 256MB 3.5Inch Hard Drive,209.99,209.99,"US $32.02 eBay International Shipping .  Located in: La Puente, CA, United States",https://www.ebay.com/itm/177350466765?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014456,0.0
2025-10-31T20:20:55,,,,Shipping info unavailable,https://www.ebay.com/globaldeals/tech/memory-drives-storage/all,
2025-10-31T20:20:55,2 CARTUCCE HP 305XL 1 BK + 1 TRICOLOR ORIGINALI 3YM62AE + 3YM63AE,50.77,50.77,"Will ship to Lebanon. .  Located in: ITALIA, Italy",https://www.ebay.com/itm/133522301464?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014472,0.0
2025-10-31T20:20:55,HPRT MT866 Portable Printer Wireless Travel Thermal Inkless Bluetooth Printer,84.55,84.55,"US $48.35 eBay International Shipping .  Located in: Carrollton, TX, United States",https://www.ebay.com/itm/176784481181?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014472,0.0
2025-10-31T20:20:55,Original HP 21 XL schwarz C9351C ca. 475 Seiten OVP DATUM 2022-2023,57.79,57.79,EUR 16.00 (approx US $18.50) Warenpost International Premium,https://www.ebay.com/itm/296451065056?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014472,0.0
2025-10-31T20:20:55,Original HP 301XL color OfficeJet 2620 2622 2624 4630 e-AiO DATUM 08/2019,46.22,46.22,EUR 16.00 (approx US $18.50) Warenpost International Premium,https://www.ebay.com/itm/296946807876?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014472,0.0
2025-10-31T20:20:55,,,,Shipping info unavailable,https://www.ebay.com/globaldeals/tech/printers-printer-supplies/all,
2025-10-31T20:20:55,Speaker Case Dust Cover Storage Bag Protective Bag for JBL PartyBox 310-320,36.4,36.4,GBP 0.98 (approx US $1.29) Standard Shipping from Greater China to worldwide,https://www.ebay.com/itm/157187749491?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014460,0.0
2025-10-31T20:20:55,Samsung Galaxy Buds2 PRO Wireless SM-R510 Left Side Graphite (L)--Excellent,29.24,29.24,"US $18.20 eBay International Shipping .  Located in: Woodside, NY, United States",https://www.ebay.com/itm/296253152925?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014460,0.0
2025-10-31T20:20:55,Apple iPod Shuffle 4th 5th 6th Generation 2GB - Brand New Battery FREE SHIPPING,57.21,57.21,C $5.49 (approx US $3.93) Standard Int'l Shipping,https://www.ebay.com/itm/175136106119?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014460,0.0
2025-10-31T20:20:55,Anker Soundcore 2 Wireless Bluetooth Speaker Bass Dual-Driver IPX7 12W|Refurbish,27.99,44.99,Shipping info unavailable,https://www.ebay.com/itm/384702107204?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014460,37.79
2025-10-31T20:20:55,,,,Shipping info unavailable,https://www.ebay.com/globaldeals/tech/headphones-portable-audio/all,
2025-10-31T20:20:55,Canon EF 200mm f2.8 L II USM Lens #Q,400.7,430.86,Shipping info unavailable,https://www.ebay.com/itm/146853896899?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014476,7.0
2025-10-31T20:20:55,Nikon FTZ II Mount Adapter,219.95,249.95,Shipping info unavailable,https://www.ebay.com/itm/225049340356?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014476,12.0
2025-10-31T20:20:55,Canon RF 24-70mm f/2.8L IS USM Lens,2099.95,2299.0,Shipping info unavailable,https://www.ebay.com/itm/324021848741?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014476,8.66
2025-10-31T20:20:55,Fujifilm XF 16-80mm f/4 R OIS WR Lens,549.95,799.0,Shipping info unavailable,https://www.ebay.com/itm/326577238364?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014476,31.17
2025-10-31T20:20:55,,,,Shipping info unavailable,https://www.ebay.com/globaldeals/tech/lenses-filters/all,
2025-10-31T20:20:55,4K Mini Projector HY300 720P WiFi6 Bluetooth BT5.0 Cinema Portable Home Theaters,58.57,65.08,Free Standard Shipping from Greater China to worldwide,https://www.ebay.com/itm/126880579034?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014488,10.0
2025-10-31T20:20:55,Arlo VMC4350P-100NAR Pro 4 Spotlight Camera 3 Pack Certified Refurbished,113.99,499.99,Shipping info unavailable,https://www.ebay.com/itm/136234873845?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014488,77.2
2025-10-31T20:20:55,REDTIGER F7NP 4K Dual Dash Camera Front and Rear Dash Cam WiFi with Hardwire Kit,75.99,135.99,US $53.66 eBay International Shipping .  Located in: United States,https://www.ebay.com/itm/285750006733?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014488,44.12
2025-10-31T20:20:55,Speaker Case Dust Cover Storage Bag Protective Bag for JBL PartyBox 310-320,36.4,36.4,GBP 0.98 (approx US $1.29) Standard Shipping from Greater China to worldwide,https://www.ebay.com/itm/157187749491?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014488,0.0
2025-10-31T20:20:55,,,,Shipping info unavailable,https://www.ebay.com/globaldeals/tech/more-consumer-electronics/all,
2025-10-31T20:20:55,Apple Pencil (USB-C) - White Stylus MUWA3AM/A with Pixel-Perfect Precision,51.75,79.0,"US $26.29 eBay International Shipping .  Located in: Naperville, IL, United States",https://www.ebay.com/itm/296262723993?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014478,34.49
2025-10-31T20:20:55,Apple Pencil Pro MX2D3AM/A White for iPad Pro M4 & iPad Air M2 Authentic,82.89,150.0,"US $19.79 eBay International Shipping .  Located in: Naperville, IL, United States",https://www.ebay.com/itm/276648194139?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014478,44.74
2025-10-31T20:20:55,Apple Pencil 2nd Generation - WHITE MU8F2AM/A,99.0,166.14,Shipping info unavailable,https://www.ebay.com/itm/167513764416?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014478,40.41
2025-10-31T20:20:55,"Arabic Apple Magic Keyboard for M4 iPad Pro 11"" MWR03AB/A (White) - Open Box",179.99,299.0,Shipping info unavailable,https://www.ebay.com/itm/146882476180?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014478,39.8
2025-10-31T20:20:55,,,,Shipping info unavailable,https://www.ebay.com/globaldeals/tech/computer-accessories/all,
2025-10-31T20:20:55,Apple Watch Series 10 42mm (GPS + Cellular) Aluminum Case - Excellent,258.99,258.99,Shipping info unavailable,https://www.ebay.com/itm/256835722067?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014466,0.0
2025-10-31T20:20:55,Apple iPhone 16 Plus 256GB Unlocked AT&T T-Mobile Verizon Excellent Condition,676.95,676.95,Shipping info unavailable,https://www.ebay.com/itm/305910464635?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014466,0.0
2025-10-31T20:20:55,Samsung Galaxy S23 SM-S911U1 5G 128G 256GB Black Cream Green Unlocked,279.0,279.0,"US $33.00 eBay International Shipping .  Located in: Dallas, TX, United States",https://www.ebay.com/itm/126980765750?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014466,0.0
2025-10-31T20:20:55,Samsung Galaxy S22 Ultra 512GB S908U Unlocked - Very Good,325.99,325.99,Shipping info unavailable,https://www.ebay.com/itm/256483219243?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014466,0.0
2025-10-31T20:20:55,,,,Shipping info unavailable,https://www.ebay.com/globaldeals/tech/more-cell-phones-accessories/all,
2025-10-31T20:20:55,Netac M.2 2280 500GB 1TB NVMe PCIe4.0 Gen 4x4 Internal SSD with HeatSink for PC,69.0,69.0,"US $18.37 eBay International Shipping .  Located in: Hebron, KY, United States",https://www.ebay.com/itm/314521249683?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014490,0.0
2025-10-31T20:20:55,2 CARTUCCE HP 305XL 1 BK + 1 TRICOLOR ORIGINALI 3YM62AE + 3YM63AE,50.77,50.77,"Will ship to Lebanon. .  Located in: ITALIA, Italy",https://www.ebay.com/itm/133522301464?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014490,0.0
2025-10-31T20:20:55,"Apple iPad Pro 13"" 7th Gen M4 Chip, 512GB, Wi-Fi - Space Black - 1 YEAR WARRANTY",956.66,1699.0,Shipping info unavailable,https://www.ebay.com/itm/176904821354?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014490,43.69
2025-10-31T20:20:55,"AVG ULTIMATE 2025 10 PC 2 Jahre | TuneUp, Internet Security, VPN, Antitrack | UE",27.7,56.65,Free Express International,https://www.ebay.com/itm/122784107248?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014490,51.1
2025-10-31T20:20:55,,,,Shipping info unavailable,https://www.ebay.com/globaldeals/tech/more-computer-accessories/all,
